epoch,train_loss,val_loss,val_acc,learning_rate
1,5.554994031832211,4.336189537586463,0.20454545454545456,8e-05
2,3.4628268939111733,2.2980310490886247,0.5599529780564263,7.11111111111111e-05
3,1.7892159703371644,1.5719538940157636,0.7010188087774295,6.222222222222223e-05
4,0.945808379371625,1.3236474230605233,0.7464733542319749,5.333333333333333e-05
5,0.4506240309276944,1.193603099093168,0.7774294670846394,4.444444444444445e-05
6,0.18834381507239714,1.0982274072227247,0.7962382445141066,3.555555555555555e-05
7,0.10308465584173111,1.092234560790644,0.7989811912225705,2.6666666666666667e-05
8,0.06902396976376324,1.0588750289826068,0.8025078369905956,1.7777777777777777e-05
9,0.04891609291959693,1.0270894077054713,0.8103448275862069,8.888888888888888e-06
10,0.037704724767337355,1.0108815380401301,0.8154388714733543,0.0
