epoch,train_loss,val_loss,val_acc,learning_rate
1,5.720766217512925,4.422295318543911,0.1614420062695925,0.0001
2,4.112145421352793,3.3199401430785658,0.33150470219435735,0.0002
3,3.221720630999394,2.4234182640910147,0.47766457680250785,0.000175
4,2.2997554007543983,1.8738582501187921,0.603448275862069,0.00015000000000000001
5,1.5898572124971082,1.7694888688623904,0.6394984326018809,0.000125
6,0.9925009881154745,1.651043488131836,0.6853448275862069,0.0001
7,0.5503434806773411,1.5761842229403555,0.7127742946708464,7.500000000000001e-05
8,0.3049448499707986,1.4816382065415383,0.7452978056426333,5e-05
9,0.17003948030226204,1.401845711003989,0.7578369905956113,2.5e-05
10,0.09017236383496834,1.3557255887426436,0.77076802507837,0.0
