epoch,train_loss,val_loss,val_acc,learning_rate
1,6.599495158731756,5.9778710216283795,0.08189655172413793,5e-05
2,5.424447229567995,4.845207923650742,0.20415360501567398,4.4444444444444447e-05
3,4.2662958211087165,3.9070510759949686,0.3824451410658307,3.888888888888889e-05
4,3.147224923035294,3.1735976092517375,0.5097962382445141,3.3333333333333335e-05
5,2.2485711268378608,2.6987613156437873,0.5771943573667712,2.777777777777778e-05
6,1.6310790568408995,2.411273580789566,0.6265673981191222,2.2222222222222223e-05
7,1.235038641285389,2.2250650953501463,0.6551724137931034,1.6666666666666667e-05
8,0.9832196343339141,2.1266861081123354,0.6677115987460815,1.1111111111111112e-05
9,0.8306940088846854,2.0736041318625213,0.6696708463949843,5.555555555555556e-06
10,0.7480628470632624,2.059534149616957,0.6712382445141066,0.0
