epoch,train_loss,val_loss,val_acc,learning_rate
1,5.85445475614542,4.542987340688706,0.16496865203761754,8e-05
2,3.821325489815245,2.518632907420397,0.4706112852664577,7.11111111111111e-05
3,2.109784670332645,1.8296554524451494,0.6187304075235109,6.222222222222223e-05
4,1.1336642413946452,1.539898243919015,0.6853448275862069,5.333333333333333e-05
5,0.5300536435677763,1.4607725725509226,0.7268808777429467,4.444444444444445e-05
6,0.2310770583992943,1.3935517841950058,0.747257053291536,3.555555555555555e-05
7,0.1344307055749922,1.264359306031838,0.7711598746081505,2.6666666666666667e-05
8,0.08863614070035325,1.241163377976045,0.7731191222570533,1.7777777777777777e-05
9,0.04938486227267641,1.211593283712864,0.780564263322884,8.888888888888888e-06
10,0.03904352329543025,1.1898013128433376,0.7907523510971787,0.0
